;user_id;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;101;102;103;104;105;106;107;108;109;110;111;112;113;114;115;116;117;118;119;120;121;122;123;124;125;126;127;128;129;130;131;132;133;134;135;136;137;138;139;140;141;142;143;144;145;146;147
0;58a37f8105b8c534162560a4;1,0;0,0;-1,0;0,0;1,0;1,0;1,0;0,0;1,0;1,0;0,0;-1,0;1,0;1,0;1,0;1,0;0,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;0,0;-1,0;1,0;-1,0;1,0;0,0;0,0;-1,0;1,0;0,0;-1,0;0,0;-1,0;1,0;-1,0;0,0;-1,0;0,0;-1,0;-1,0;0,0;1,0;1,0;1,0;1,0;0,0;1,0;0,0;1,0;-1,0;1,0;1,0;1,0;1,0;0,0;0,0;-1,0;0,0;1,0;0,0;-1,0;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
1;560c43de9f168a4baa000000;0,0;1,0;-1,0;-1,0;1,0;0,0;1,0;-1,0;0,0;1,0;-1,0;-1,0;0,0;1,0;0,0;-1,0;1,0;1,0;1,0;1,0;-1,0;1,0;0,0;-1,0;-1,0;-1,0;-1,0;-1,0;-1,0;0,0;-1,0;-1,0;1,0;-1,0;-1,0;-1,0;-1,0;1,0;0,0;-1,0;-1,0;-1,0;-1,0;-1,0;1,0;0,0;-1,0;0,0;0,0;-1,0;-1,0;-1,0;-1,0;0,0;1,0;0,0;-1,0;1,0;1,0;-1,0;-1,0;-1,0;1,0;0,0;-1,0;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2;5583e6cf7a68616fe9004e48;1,0;1,0;-1,0;0,0;1,0;-1,0;1,0;1,0;0,0;0,0;0,0;-1,0;0,0;0,0;-1,0;1,0;-1,0;1,0;1,0;0,0;0,0;0,0;-1,0;0,0;1,0;-1,0;-1,0;-1,0;0,0;-1,0;-1,0;-1,0;0,0;1,0;-1,0;0,0;-1,0;0,0;0,0;-1,0;1,0;-1,0;-1,0;0,0;1,0;0,0;1,0;1,0;1,0;-1,0;-1,0;0,0;0,0;-1,0;0,0;0,0;-1,0;-1,0;0,0;-1,0;-1,0;-1,0;1,0;0,0;0,0;1,0;-1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
3;58bafce405b8c51381a389c7;1,0;1,0;-1,0;-1,0;1,0;1,0;0,0;0,0;1,0;1,0;1,0;-1,0;0,0;-1,0;-1,0;1,0;0,0;1,0;0,0;-1,0;1,0;-1,0;0,0;0,0;1,0;1,0;1,0;-1,0;1,0;1,0;0,0;0,0;1,0;1,0;0,0;-1,0;0,0;1,0;0,0;-1,0;0,0;-1,0;-1,0;-1,0;1,0;-1,0;-1,0;1,0;-1,0;0,0;-1,0;-1,0;0,0;1,0;-1,0;1,0;0,0;1,0;1,0;-1,0;-1,0;1,0;0,0;1,0;-1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
4;58be63df05b8c57dd45b6dd1;0,0;1,0;0,0;0,0;1,0;0,0;0,0;-1,0;0,0;1,0;0,0;-1,0;-1,0;0,0;-1,0;1,0;0,0;1,0;1,0;1,0;1,0;1,0;0,0;-1,0;0,0;-1,0;1,0;-1,0;1,0;0,0;1,0;1,0;1,0;0,0;-1,0;-1,0;-1,0;0,0;1,0;-1,0;-1,0;0,0;-1,0;-1,0;1,0;0,0;1,0;1,0;0,0;-1,0;-1,0;1,0;-1,0;-1,0;1,0;0,0;-1,0;0,0;0,0;-1,0;-1,0;-1,0;1,0;1,0;0,0;1,0;0,0;-1,0;-1,0;0,0;-1,0;0,0;1,0;0,0;1,0;1,0;1,0;-1,0;1,0;0,0;-1,0;-1,0;1,0;-1,0;1,0;-1,0;-1,0;-1,0;1,0;1,0;-1,0;-1,0;-1,0;1,0;0,0;-1,0;0,0;0,0;-1,0;-1,0;0,0;-1,0;1,0;-1,0;1,0;-1,0;-1,0;1,0;0,0;1,0;0,0;1,0;1,0;1,0;-1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;0,0;0,0;1,0;1,0;0,0;1,0;0,0;0,0;0,0;0,0;1,0;1,0;1,0;1,0;0,0;0,0;1,0;1,0;-1,0;-1,0;0,0;0,0;0,0;0,0
5;58bfec3c05b8c55a05f8421b;1,0;0,0;-1,0;1,0;1,0;-1,0;1,0;0,0;1,0;-1,0;-1,0;-1,0;0,0;1,0;-1,0;1,0;-1,0;1,0;0,0;-1,0;1,0;1,0;1,0;-1,0;0,0;-1,0;-1,0;-1,0;1,0;0,0;0,0;1,0;1,0;1,0;-1,0;0,0;-1,0;-1,0;-1,0;-1,0;1,0;-1,0;-1,0;-1,0;0,0;1,0;1,0;1,0;1,0;-1,0;-1,0;0,0;-1,0;-1,0;1,0;0,0;-1,0;-1,0;-1,0;-1,0;-1,0;-1,0;0,0;1,0;-1,0;1,0;-1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
6;58bfb7b505b8c55a05f83c8f;1,0;1,0;-1,0;0,0;1,0;1,0;1,0;0,0;-1,0;0,0;0,0;0,0;0,0;0,0;-1,0;0,0;0,0;1,0;1,0;0,0;1,0;1,0;0,0;-1,0;0,0;-1,0;1,0;-1,0;1,0;0,0;-1,0;1,0;1,0;1,0;0,0;0,0;-1,0;-1,0;-1,0;-1,0;1,0;0,0;-1,0;-1,0;1,0;0,0;1,0;1,0;-1,0;-1,0;-1,0;-1,0;0,0;0,0;1,0;0,0;0,0;0,0;-1,0;-1,0;-1,0;-1,0;-1,0;1,0;1,0;1,0;-1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
7;5583e6607a68616fe90039f9;1,0;1,0;1,0;0,0;0,0;1,0;1,0;0,0;1,0;1,0;0,0;1,0;1,0;0,0;1,0;1,0;1,0;0,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;0,0;1,0;0,0;1,0;1,0;0,0;1,0;1,0;0,0;1,0;1,0;-1,0;1,0;1,0;0,0;1,0;1,0;0,0;0,0;0,0;1,0;0,0;0,0;1,0;-1,0;1,0;0,0;-1,0;1,0;0,0;1,0;1,0;0,0;1,0;1,0;1,0;0,0;0,0;0,0;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0;0,0;0,0;0,0;0,0;1,0;0,0;-1,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;-1,0;1,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;1,0;0,0;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;1,0;1,0
8;58c2eeab05b8c549f257e15a;1,0;-1,0;-1,0;1,0;1,0;1,0;-1,0;1,0;0,0;0,0;-1,0;1,0;0,0;-1,0;0,0;1,0;1,0;-1,0;-1,0;-1,0;1,0;1,0;-1,0;0,0;-1,0;1,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;1,0;-1,0;-1,0;-1,0;-1,0;-1,0;-1,0;0,0;0,0;0,0;-1,0;1,0;-1,0;1,0;1,0;1,0;1,0;1,0;1,0;0,0;-1,0;1,0;0,0;1,0;-1,0;1,0;1,0;-1,0;-1,0;1,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
9;576e80fd9f168a4a32721044;1,0;0,0;1,0;0,0;1,0;-1,0;1,0;1,0;1,0;1,0;-1,0;1,0;0,0;0,0;1,0;-1,0;0,0;1,0;0,0;1,0;0,0;1,0;1,0;-1,0;0,0;-1,0;1,0;0,0;1,0;0,0;0,0;1,0;1,0;1,0;0,0;-1,0;1,0;1,0;1,0;1,0;0,0;1,0;0,0;0,0;1,0;0,0;1,0;1,0;-1,0;0,0;-1,0;0,0;0,0;-1,0;1,0;1,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;-1,0;-1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
