False;0.8624050000000001;0
False;0.06843099999999999;0
False;0.7419405;0
False;0.0377215;0
False;0.014814500000000001;0
False;0.0308465;0
False;0.9388529999999999;0
False;0.0328435;0
False;0.827454;0
False;0.018576;0
False;0.006888;0
False;0.01874;0
False;0.8391930000000001;0
False;0.079111;0
False;0.7106625;0
False;0.045896000000000006;0
False;0.016279500000000002;0
False;0.0315285;0
False;0.68047;0
False;0.1049815;0
False;0.577337;0
False;0.0515505;0
False;0.0192965;0
False;0.043102;0
False;0.6843779999999999;0
False;0.151027;0
False;0.670187;0
False;0.074267;0
False;0.0406355;0
False;0.057287500000000005;0
